title,freq
nice,0.000234423
probably,0.000234423
saying,0.000234423
understand,0.000234423
yeah,0.000234423
york,0.000234423
class,0.000229087
close,0.000229087
comes,0.000229087
idea,0.000229087
international,0.000229087
past,0.000229087
possible,0.000229087
B,0.000223872
R,0.000223872
b,0.000223872
cause,0.000223872
due,0.000223872
happy,0.000223872
human,0.000223872
move,0.000223872
question,0.000223872
r,0.000223872
series,0.000223872
wait,0.000223872
woman,0.000223872
ask,0.000218776
community,0.000218776
data,0.000218776
late,0.000218776
leave,0.000218776
north,0.000218776
saw,0.000218776
special,0.000218776
watch,0.000218776
C,0.000213796
c,0.000213796
either,0.000213796
future,0.000213796
light,0.000213796
low,0.000213796
million,0.000213796
morning,0.000213796
police,0.000213796
short,0.000213796
stay,0.000213796
taken,0.000213796
Red,0.000208930
age,0.000208930
buy,0.000208930
deal,0.000208930
rather,0.000208930
reason,0.000208930
red,0.000208930
report,0.000208930
soon,0.000208930
third,0.000208930
turn,0.000208930
whether,0.000208930
among,0.000204174
check,0.000204174
development,0.000204174
form,0.000204174
heart,0.000204174
Major,0.000199526
Media,0.000199526
act,0.000199526
although,0.000199526
child,0.000199526
fire,0.000199526
fun,0.000199526
living,0.000199526
major,0.000199526
media,0.000199526
phone,0.000199526
Art,0.000194984
art,0.000194984
behind,0.000194984
building,0.000194984
easy,0.000194984
market,0.000194984
non,0.000194984
plan,0.000194984
political,0.000194984
quite,0.000194984
six,0.000194984
talking,0.000194984
west,0.000194984
works,0.000194984
E,0.000190546
Kids,0.000190546
List,0.000190546
Son,0.000190546
according,0.000190546
available,0.000190546
e,0.000190546
education,0.000190546
final,0.000190546
former,0.000190546
front,0.000190546
list,0.000190546
ready,0.000190546
sometimes,0.000190546
son,0.000190546
street,0.000190546
bring,0.000186209
college,0.000186209
current,0.000186209
example,0.000186209
experience,0.000186209
meet,0.000186209
program,0.000186209
type,0.000186209
March,0.000181970
baby,0.000181970
chance,0.000181970
father,0.000181970
march,0.000181970
process,0.000181970
song,0.000181970
study,0.000181970
word,0.000181970
across,0.000177828
action,0.000177828
clear,0.000177828
gave,0.000177828
month,0.000177828
outside,0.000177828
self,0.000177828
board,0.000173780
cost,0.000173780
cut,0.000173780
field,0.000173780
instead,0.000173780
main,0.000173780
moment,0.000173780
mother,0.000173780
road,0.000173780
thinking,0.000173780
town,0.000173780
Price,0.000169824
Space,0.000169824
de,0.000169824
department,0.000169824
energy,0.000169824
fight,0.000169824
fine,0.000169824
force,0.000169824
hear,0.000169824
issue,0.000169824
price,0.000169824
rest,0.000169824
running,0.000169824
space,0.000169824
summer,0.000169824
term,0.000169824
wife,0.000169824
America,0.000165959
beautiful,0.000165959
date,0.000165959
goes,0.000165959
land,0.000165959
miss,0.000165959
project,0.000165959
sex,0.000165959
shot,0.000165959
site,0.000165959
strong,0.000165959
June,0.000162181
W,0.000162181
account,0.000162181
especially,0.000162181
include,0.000162181
june,0.000162181
period,0.000162181
position,0.000162181
record,0.000162181
similar,0.000162181
total,0.000162181
w,0.000162181
X,0.000158489
club,0.000158489
common,0.000158489
film,0.000158489
knew,0.000158489
lead,0.000158489
likely,0.000158489
military,0.000158489
perfect,0.000158489
personal,0.000158489
security,0.000158489
share,0.000158489
st,0.000158489
x,0.000158489
April,0.000154882
English,0.000154882
Star,0.000154882
center,0.000154882
county,0.000154882
couple,0.000154882
dead,0.000154882
happen,0.000154882
hold,0.000154882
industry,0.000154882
inside,0.000154882
player,0.000154882
private,0.000154882
return,0.000154882
sense,0.000154882
star,0.000154882
test,0.000154882
view,0.000154882
British,0.000151356
L,0.000151356
break,0.000151356
event,0.000151356
higher,0.000151356
hour,0.000151356
l,0.000151356
member,0.000151356
middle,0.000151356
present,0.000151356
result,0.000151356
sorry,0.000151356
training,0.000151356
wish,0.000151356
Gold,0.000147911
July,0.000147911
King,0.000147911
answer,0.000147911
boy,0.000147911
design,0.000147911
finally,0.000147911
gold,0.000147911
gone,0.000147911
guess,0.000147911
interest,0.000147911
king,0.000147911
learn,0.000147911
policy,0.000147911
society,0.000147911
Al,0.000144544
added,0.000144544
al,0.000144544
alone,0.000144544
average,0.000144544
bank,0.000144544
brought,0.000144544
certain,0.000144544
church,0.000144544
east,0.000144544
hot,0.000144544
longer,0.000144544
medical,0.000144544
movie,0.000144544
original,0.000144544
park,0.000144544
performance,0.000144544
press,0.000144544
received,0.000144544
role,0.000144544
sent,0.000144544
tried,0.000144544
worked,0.000144544
worth,0.000144544
Bill,0.000141254
N,0.000141254
September,0.000141254
bill,0.000141254
cool,0.000141254
director,0.000141254
exactly,0.000141254
giving,0.000141254
ground,0.000141254
meeting,0.000141254
n,0.000141254
provide,0.000141254
relationship,0.000141254
sound,0.000141254
source,0.000141254
usually,0.000141254
value,0.000141254
Ok,0.000138038
evidence,0.000138038
follow,0.000138038
official,0.000138038
production,0.000138038
rate,0.000138038
reading,0.000138038
round,0.000138038
save,0.000138038
stand,0.000138038
stuff,0.000138038
tax,0.000138038
whatever,0.000138038
David,0.000134896
Federal,0.000134896
P,0.000134896
amount,0.000134896
blue,0.000134896
drive,0.000134896
eat,0.000134896
fall,0.000134896
fast,0.000134896
federal,0.000134896
feeling,0.000134896
felt,0.000134896
green,0.000134896
league,0.000134896
management,0.000134896
match,0.000134896
model,0.000134896
p,0.000134896
picture,0.000134896
size,0.000134896
step,0.000134896
trust,0.000134896
O,0.000131826
Page,0.000131826
central,0.000131826
forward,0.000131826
hey,0.000131826
key,0.000131826
page,0.000131826
range,0.000131826
review,0.000131826
science,0.000131826
trade,0.000131826
upon,0.000131826
various,0.000131826
James,0.000128825
October,0.000128825
U,0.000128825
Vote,0.000128825
attention,0.000128825
brother,0.000128825
cannot,0.000128825
character,0.000128825
chief,0.000128825
cup,0.000128825
football,0.000128825
hate,0.000128825
led,0.000128825
lower,0.000128825
natural,0.000128825
property,0.000128825
quality,0.000128825
send,0.000128825
style,0.000128825
u,0.000128825
vote,0.000128825
August,0.000125893
Lord,0.000125893
November,0.000125893
amazing,0.000125893
august,0.000125893
blood,0.000125893
china,0.000125893
complete,0.000125893
dog,0.000125893
economic,0.000125893
hell,0.000125893
involved,0.000125893
language,0.000125893
lord,0.000125893
oil,0.000125893
related,0.000125893
serious,0.000125893
stage,0.000125893
title,0.000125893
French,0.000123027
January,0.000123027
add,0.000123027
article,0.000123027
attack,0.000123027
born,0.000123027
damn,0.000123027
decided,0.000123027
decision,0.000123027
enjoy,0.000123027
entire,0.000123027
kill,0.000123027
met,0.000123027
perhaps,0.000123027
poor,0.000123027
release,0.000123027
situation,0.000123027
technology,0.000123027
turned,0.000123027
written,0.000123027
European,0.000120226
F,0.000120226
Michael,0.000120226
Washington,0.000120226
choice,0.000120226
code,0.000120226
considered,0.000120226
continue,0.000120226
council,0.000120226
cover,0.000120226
currently,0.000120226
door,0.000120226
election,0.000120226
f,0.000120226
financial,0.000120226
foreign,0.000120226
hair,0.000120226
increase,0.000120226
legal,0.000120226
lose,0.000120226
pick,0.000120226
race,0.000120226
seem,0.000120226
seven,0.000120226
sign,0.000120226
simple,0.000120226
simply,0.000120226
staff,0.000120226
super,0.000120226
union,0.000120226
walk,0.000120226
December,0.000117490
bed,0.000117490
built,0.000117490
career,0.000117490
crazy,0.000117490
daily,0.000117490
daughter,0.000117490
die,0.000117490
difficult,0.000117490
figure,0.000117490
hospital,0.000117490
loss,0.000117490
modern,0.000117490
paper,0.000117490
popular,0.000117490
safe,0.000117490
starting,0.000117490
version,0.000117490
voice,0.000117490
whose,0.000117490
writing,0.000117490
Australia,0.000114815
H,0.000114815
Sir,0.000114815
V,0.000114815
army,0.000114815
earth,0.000114815
forget,0.000114815
goal,0.000114815
h,0.000114815
huge,0.000114815
listen,0.000114815
practice,0.000114815
sea,0.000114815
sir,0.000114815
success,0.000114815
towards,0.000114815
v,0.000114815
waiting,0.000114815
ways,0.000114815
Mark,0.000112202
access,0.000112202
base,0.000112202
deep,0.000112202
la,0.000112202
mark,0.000112202
missing,0.000112202
offer,0.000112202
pass,0.000112202
professional,0.000112202
risk,0.000112202
sleep,0.000112202
table,0.000112202
ten,0.000112202
truth,0.000112202
George,0.000109648
India,0.000109648
ball,0.000109648
build,0.000109648
card,0.000109648
dark,0.000109648
district,0.000109648
mine,0.000109648
minister,0.000109648
note,0.000109648
percent,0.000109648
piece,0.000109648
recent,0.000109648
seeing,0.000109648
straight,0.000109648
visit,0.000109648
wall,0.000109648
wrote,0.000109648
February,0.000107152
Paul,0.000107152
Y,0.000107152
culture,0.000107152
growth,0.000107152
included,0.000107152
married,0.000107152
officer,0.000107152
pain,0.000107152
respect,0.000107152
response,0.000107152
river,0.000107152
rock,0.000107152
shall,0.000107152
speak,0.000107152
specific,0.000107152
standard,0.000107152
tonight,0.000107152
write,0.000107152
album,0.000104713
century,0.000104713
charge,0.000104713
cold,0.000104713
create,0.000104713
effect,0.000104713
eight,0.000104713
except,0.000104713
eye,0.000104713
funny,0.000104713
limited,0.000104713
moving,0.000104713
network,0.000104713
peace,0.000104713
provided,0.000104713
recently,0.000104713
spent,0.000104713
store,0.000104713
student,0.000104713
tomorrow,0.000104713
track,0.000104713
via,0.000104713
watching,0.000104713
weight,0.000104713
Anti,0.000102329
Chinese,0.000102329
Russian,0.000102329
addition,0.000102329
ahead,0.000102329
allow,0.000102329
anti,0.000102329
association,0.000102329
beat,0.000102329
brown,0.000102329
capital,0.000102329
committee,0.000102329
conference,0.000102329
difference,0.000102329
double,0.000102329
expect,0.000102329
gas,0.000102329
island,0.000102329
normal,0.000102329
population,0.000102329
potential,0.000102329
pressure,0.000102329
radio,0.000102329
station,0.000102329
text,0.000102329
treatment,0.000102329
western,0.000102329
California,0.000100000
G,0.000100000
J,0.000100000
Miles,0.000100000
ass,0.000100000
beginning,0.000100000
campaign,0.000100000
certainly,0.000100000
completely,0.000100000
content,0.000100000
credit,0.000100000
cross,0.000100000
despite,0.000100000
female,0.000100000
focus,0.000100000
g,0.000100000
hi,0.000100000
husband,0.000100000
ice,0.000100000
individual,0.000100000
interesting,0.000100000
j,0.000100000
join,0.000100000
kept,0.000100000
leading,0.000100000
message,0.000100000
nearly,0.000100000
particular,0.000100000
previous,0.000100000
quickly,0.000100000
region,0.000100000
section,0.000100000
sort,0.000100000
speed,0.000100000
travel,0.000100000
Jesus,0.000097724
consider,0.000097724
contact,0.000097724
drop,0.000097724
fair,0.000097724
link,0.000097724
positive,0.000097724
sale,0.000097724
throughout,0.000097724
tour,0.000097724
welcome,0.000097724
absolutely,0.000095499
additional,0.000095499
beyond,0.000095499
extra,0.000095499
immediately,0.000095499
leaving,0.000095499
minute,0.000095499
nature,0.000095499
quick,0.000095499
sell,0.000095499
significant,0.000095499
unless,0.000095499
winning,0.000095499
Canada,0.000093325
San,0.000093325
agree,0.000093325
canada,0.000093325
clean,0.000093325
computer,0.000093325
construction,0.000093325
episode,0.000093325
favorite,0.000093325
income,0.000093325
justice,0.000093325
manager,0.000093325
movement,0.000093325
photo,0.000093325
posted,0.000093325
safety,0.000093325
san,0.000093325
scene,0.000093325
sold,0.000093325
spend,0.000093325
statement,0.000093325
sun,0.000093325
Friday,0.000091201
ability,0.000091201
calling,0.000091201
coach,0.000091201
collection,0.000091201
continued,0.000091201
definitely,0.000091201
designed,0.000091201
gun,0.000091201
heavy,0.000091201
knowledge,0.000091201
particularly,0.000091201
search,0.000091201
subject,0.000091201
train,0.000091201
wide,0.000091201
wow,0.000091201
German,0.000089125
Judge,0.000089125
author,0.000089125
claim,0.000089125
dad,0.000089125
fear,0.000089125
fit,0.000089125
generally,0.000089125
german,0.000089125
global,0.000089125
hotel,0.000089125
interested,0.000089125
judge,0.000089125
lady,0.000089125
leader,0.000089125
letter,0.000089125
material,0.000089125
nobody,0.000089125
opportunity,0.000089125
plus,0.000089125
product,0.000089125
regular,0.000089125
secretary,0.000089125
sister,0.000089125
unit,0.000089125
annual,0.000087096
bar,0.000087096
battle,0.000087096
brain,0.000087096
contract,0.000087096
degree,0.000087096
finished,0.000087096
floor,0.000087096
growing,0.000087096
hurt,0.000087096
image,0.000087096
insurance,0.000087096
majority,0.000087096
meant,0.000087096
opening,0.000087096
opinion,0.000087096
physical,0.000087096
pro,0.000087096
reach,0.000087096
rule,0.000087096
seriously,0.000087096
sports,0.000087096
stupid,0.000087096
successful,0.000087096
Australian,0.000085114
Russia,0.000085114
active,0.000085114
administration,0.000085114
approach,0.000085114
biggest,0.000085114
cancer,0.000085114
civil,0.000085114
dance,0.000085114
defense,0.000085114
direction,0.000085114
independent,0.000085114
master,0.000085114
none,0.000085114
ship,0.000085114
stock,0.000085114
trump,0.000085114
weekend,0.000085114
wonder,0.000085114
worst,0.000085114
Fan,0.000083176
Spring,0.000083176
Sunday,0.000083176
awesome,0.000083176
band,0.000083176
beach,0.000083176
cash,0.000083176
clearly,0.000083176
commercial,0.000083176
effort,0.000083176
ended,0.000083176
fan,0.000083176
fighting,0.000083176
imagine,0.000083176
impact,0.000083176
lack,0.000083176
latest,0.000083176
learning,0.000083176
multiple,0.000083176
older,0.000083176
operation,0.000083176
organization,0.000083176
protect,0.000083176
secret,0.000083176
senior,0.000083176
spring,0.000083176
telling,0.000083176
wear,0.000083176
Christmas,0.000081283
Indian,0.000081283
K,0.000081283
Rich,0.000081283
address,0.000081283
analysis,0.000081283
anyway,0.000081283
bought,0.000081283
choose,0.000081283
color,0.000081283
commission,0.000081283
competition,0.000081283
direct,0.000081283
dream,0.000081283
easily,0.000081283
finish,0.000081283
grand,0.000081283
k,0.000081283
literally,0.000081283
luck,0.000081283
marriage,0.000081283
necessary,0.000081283
rich,0.000081283
skin,0.000081283
speaking,0.000081283
supposed,0.000081283
sweet,0.000081283
thus,0.000081283
touch,0.000081283
yesterday,0.000081283
caught,0.000079433
closed,0.000079433
congress,0.000079433
damage,0.000079433
directly,0.000079433
disease,0.000079433
doctor,0.000079433
doubt,0.000079433
drink,0.000079433
driving,0.000079433
established,0.000079433
fish,0.000079433
gay,0.000079433
glad,0.000079433
greater,0.000079433
grow,0.000079433
machine,0.000079433
notice,0.000079433
overall,0.000079433
professor,0.000079433
shown,0.000079433
sit,0.000079433
trip,0.000079433
Carry,0.000077625
Japan,0.000077625
Male,0.000077625
Mrs,0.000077625
Texas,0.000077625
associated,0.000077625
basic,0.000077625
captain,0.000077625
carry,0.000077625
crime,0.000077625
effective,0.000077625
effects,0.000077625
explain,0.000077625
fully,0.000077625
highly,0.000077625
holding,0.000077625
japan,0.000077625
male,0.000077625
plant,0.000077625
reality,0.000077625
smith,0.000077625
spot,0.000077625
winter,0.000077625
worse,0.000077625
Christian,0.000075858
Peter,0.000075858
William,0.000075858
advice,0.000075858
agreement,0.000075858
award,0.000075858
block,0.000075858
broken,0.000075858
challenge,0.000075858
comment,0.000075858
equipment,0.000075858
eventually,0.000075858
holy,0.000075858
killing,0.000075858
lived,0.000075858
lots,0.000075858
nation,0.000075858
otherwise,0.000075858
peter,0.000075858
primary,0.000075858
purpose,0.000075858
responsible,0.000075858
shop,0.000075858
showing,0.000075858
sick,0.000075858
teacher,0.000075858
theory,0.000075858
Mass,0.000074131
Pop,0.000074131
Ran,0.000074131
Saturday,0.000074131
agency,0.000074131
avoid,0.000074131
camera,0.000074131
catch,0.000074131
cell,0.000074131
coast,0.000074131
drug,0.000074131
economy,0.000074131
environment,0.000074131
executive,0.000074131
foot,0.000074131
hall,0.000074131
mass,0.000074131
meaning,0.000074131
mission,0.000074131
nine,0.000074131
politics,0.000074131
pop,0.000074131
produced,0.000074131
ran,0.000074131
status,0.000074131
therefore,0.000074131
trial,0.000074131
truly,0.000074131
weather,0.000074131
activity,0.000072444
application,0.000072444
coffee,0.000072444
complex,0.000072444
condition,0.000072444
division,0.000072444
evening,0.000072444
flight,0.000072444
freedom,0.000072444
heat,0.000072444
highest,0.000072444
interview,0.000072444
library,0.000072444
location,0.000072444
murder,0.000072444
queen,0.000072444
sitting,0.000072444
standing,0.000072444
walking,0.000072444
Robert,0.000070795
accept,0.000070795
actual,0.000070795
appear,0.000070795
attempt,0.000070795
broke,0.000070795
channel,0.000070795
distance,0.000070795
eating,0.000070795
exchange,0.000070795
fat,0.000070795
fell,0.000070795
finding,0.000070795
glass,0.000070795
learned,0.000070795
losing,0.000070795
mobile,0.000070795
northern,0.000070795
powerful,0.000070795
prior,0.000070795
protection,0.000070795
receive,0.000070795
religious,0.000070795
ride,0.000070795
royal,0.000070795
screen,0.000070795
serve,0.000070795
slow,0.000070795
species,0.000070795
speech,0.000070795
traffic,0.000070795
tree,0.000070795
wearing,0.000070795
wonderful,0.000070795
Thomas,0.000069183
Wind,0.000069183
agreed,0.000069183
airport,0.000069183
begin,0.000069183
bottom,0.000069183
demand,0.000069183
engine,0.000069183
everybody,0.000069183
famous,0.000069183
investment,0.000069183
keeping,0.000069183
lie,0.000069183
partner,0.000069183
raised,0.000069183
sad,0.000069183
solution,0.000069183
southern,0.000069183
square,0.000069183
stopped,0.000069183
structure,0.000069183
traditional,0.000069183
twice,0.000069183
wind,0.000069183
worry,0.000069183
Tom,0.000067608
becomes,0.000067608
brand,0.000067608
bus,0.000067608
cent,0.000067608
count,0.000067608
covered,0.000067608
critical,0.000067608
digital,0.000067608
forced,0.000067608
fourth,0.000067608
fresh,0.000067608
lake,0.000067608
mental,0.000067608
mostly,0.000067608
mouth,0.000067608
owner,0.000067608
previously,0.000067608
realize,0.000067608
remain,0.000067608
scale,0.000067608
score,0.000067608
separate,0.000067608
smart,0.000067608
surface,0.000067608
throw,0.000067608
totally,0.000067608
twitter,0.000067608
wedding,0.000067608
African,0.000066069
Jack,0.000066069
Louis,0.000066069
Paris,0.000066069
acting,0.000066069
arms,0.000066069
benefit,0.000066069
budget,0.000066069
click,0.000066069
estate,0.000066069
faith,0.000066069
fashion,0.000066069
feature,0.000066069
fund,0.000066069
generation,0.000066069
hearing,0.000066069
hill,0.000066069
jack,0.000066069
metal,0.000066069
mid,0.000066069
profile,0.000066069
pull,0.000066069
push,0.000066069
returned,0.000066069
rose,0.000066069
seat,0.000066069
sexual,0.000066069
target,0.000066069
understanding,0.000066069
village,0.000066069
Chris,0.000064565
Japanese,0.000064565
agent,0.000064565
animal,0.000064565
apply,0.000064565
authority,0.000064565
basis,0.000064565
becoming,0.000064565
draw,0.000064565
dude,0.000064565
enter,0.000064565
ex,0.000064565
foundation,0.000064565
gain,0.000064565
memory,0.000064565
prime,0.000064565
ring,0.000064565
rise,0.000064565
selling,0.000064565
silver,0.000064565
soul,0.000064565
spread,0.000064565
supply,0.000064565
waste,0.000064565
weird,0.000064565
Mike,0.000063096
Monday,0.000063096
Stone,0.000063096
adult,0.000063096
apparently,0.000063096
artist,0.000063096
chairman,0.000063096
edition,0.000063096
engineering,0.000063096
grade,0.000063096
happening,0.000063096
healthy,0.000063096
institute,0.000063096
method,0.000063096
mike,0.000063096
obviously,0.000063096
option,0.000063096
prison,0.000063096
remains,0.000063096
senate,0.000063096
smaller,0.000063096
somebody,0.000063096
stone,0.000063096
strength,0.000063096
wild,0.000063096
window,0.000063096
winner,0.000063096
Christ,0.000061660
Ed,0.000061660
Richard,0.000061660
bag,0.000061660
bet,0.000061660
camp,0.000061660
cast,0.000061660
correct,0.000061660
dangerous,0.000061660
extremely,0.000061660
firm,0.000061660
handle,0.000061660
improve,0.000061660
indeed,0.000061660
leaves,0.000061660
negative,0.000061660
prevent,0.000061660
removed,0.000061660
spirit,0.000061660
television,0.000061660
till,0.000061660
trouble,0.000061660
Cat,0.000060256
Eastern,0.000060256
Joe,0.000060256
Mary,0.000060256
Van,0.000060256
advantage,0.000060256
apart,0.000060256
aware,0.000060256
cat,0.000060256
decide,0.000060256
dinner,0.000060256
eastern,0.000060256
fifth,0.000060256
function,0.000060256
gift,0.000060256
helping,0.000060256
impossible,0.000060256
influence,0.000060256
joe,0.000060256
marketing,0.000060256
mary,0.000060256
produce,0.000060256
progress,0.000060256
require,0.000060256
shooting,0.000060256
shut,0.000060256
van,0.000060256
wood,0.000060256
Charles,0.000058884
Israel,0.000058884
background,0.000058884
birth,0.000058884
bridge,0.000058884
carried,0.000058884
classes,0.000058884
concept,0.000058884
copy,0.000058884
dear,0.000058884
dogs,0.000058884
garden,0.000058884
host,0.000058884
housing,0.000058884
journal,0.000058884
labor,0.000058884
leadership,0.000058884
length,0.000058884
lucky,0.000058884
neither,0.000058884
onto,0.000058884
patient,0.000058884
possibly,0.000058884
prove,0.000058884
rare,0.000058884
setting,0.000058884
tough,0.000058884
Florida,0.000057544
Net,0.000057544
ad,0.000057544
alive,0.000057544
apple,0.000057544
balance,0.000057544
birthday,0.000057544
bitch,0.000057544
boss,0.000057544
connection,0.000057544
dress,0.000057544
easier,0.000057544
fellow,0.000057544
horse,0.000057544
knowing,0.000057544
magic,0.000057544
map,0.000057544
net,0.000057544
request,0.000057544
stick,0.000057544
turns,0.000057544
vehicle,0.000057544
volume,0.000057544
wake,0.000057544
Frank,0.000056234
aid,0.000056234
beauty,0.000056234
billion,0.000056234
busy,0.000056234
concerned,0.000056234
conversation,0.000056234
corner,0.000056234
criminal,0.000056234
cultural,0.000056234
develop,0.000056234
driver,0.000056234
farm,0.000056234
file,0.000056234
fix,0.000056234
fly,0.000056234
frank,0.000056234
guide,0.000056234
investigation,0.000056234
operating,0.000056234
paying,0.000056234
raise,0.000056234
responsibility,0.000056234
roll,0.000056234
slightly,0.000056234
suggest,0.000056234
surprise,0.000056234
technical,0.000056234
treat,0.000056234
unique,0.000056234
variety,0.000056234
violence,0.000056234
youth,0.000056234
Henry,0.000054954
Martin,0.000054954
appreciate,0.000054954
bigger,0.000054954
breaking,0.000054954
discovered,0.000054954
dont,0.000054954
dry,0.000054954
edge,0.000054954
evil,0.000054954
excited,0.000054954
forever,0.000054954
funds,0.000054954
henry,0.000054954
injury,0.000054954
iron,0.000054954
lovely,0.000054954
mad,0.000054954
magazine,0.000054954
martin,0.000054954
ordered,0.000054954
parliament,0.000054954
prepared,0.000054954
reference,0.000054954
religion,0.000054954
somewhere,0.000054954
stated,0.000054954
strategy,0.000054954
web,0.000054954
wine,0.000054954
Jones,0.000053703
Lee,0.000053703
Spanish,0.000053703
arm,0.000053703
audience,0.000053703
bay,0.000053703
closer,0.000053703
core,0.000053703
democratic,0.000053703
description,0.000053703
excellent,0.000053703
exist,0.000053703
guard,0.000053703
honest,0.000053703
lee,0.000053703
medicine,0.000053703
mention,0.000053703
mountain,0.000053703
nuclear,0.000053703
port,0.000053703
presence,0.000053703
reaction,0.000053703
reduce,0.000053703
shoot,0.000053703
sides,0.000053703
solid,0.000053703
sport,0.000053703
stress,0.000053703
taste,0.000053703
tea,0.000053703
victory,0.000053703
Britain,0.000052481
Harry,0.000052481
Scott,0.000052481
afternoon,0.000052481
assistant,0.000052481
classic,0.000052481
clothes,0.000052481
electric,0.000052481
emergency,0.000052481
entirely,0.000052481
failure,0.000052481
festival,0.000052481
flat,0.000052481
